state,year,hay_alf_acres,alf_irrigated_acres,alf_non_irrigated_acres_harvested,hay_alf_tons,alf_irrigated_production_tons,non_irrigated_production,irrigation_share,hay_alfalfa_yield_tons_per_acre,alf_irrigated_yield_tons_per_acre,alf_non_irrigated_yield_tons_per_acre,haylage_acres,haylage_production,haylage_irrigated_acres,haylage_irrigated_ops
New Mexico,2010,220000,NA,NA,1144000,NA,NA,NA,5.2,NA,NA,9000,77000,NA,NA
New Mexico,2011,210000,NA,NA,1092000,NA,NA,NA,5.2,NA,NA,2000,19000,NA,NA
New Mexico,2012,422263,217959,204304,2130833,NA,NA,0.5161688331679546,5.3,NA,NA,10472,93057,4913,168
New Mexico,2013,145000,NA,NA,783000,NA,NA,NA,5.4,NA,NA,3000,29000,NA,NA
New Mexico,2014,210000,NA,NA,1008000,NA,NA,NA,4.8,NA,NA,10000,80000,NA,NA
New Mexico,2015,190000,NA,NA,893000,NA,NA,NA,4.7,NA,NA,3000,30000,NA,NA
New Mexico,2016,190000,NA,NA,874000,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA
New Mexico,2017,371551,175845,195706,1786870,NA,NA,0.47327284814197784,5,NA,NA,5662,41949,5134,204
New Mexico,2018,160000,NA,NA,752000,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA
New Mexico,2019,170000,NA,NA,833000,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA
New Mexico,2020,130000,NA,NA,689000,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA
New Mexico,2021,135000,NA,NA,675000,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
New Mexico,2022,283888,135891,147997,1248969,NA,NA,0.4786782111255143,4.8,NA,NA,10313,47796,6009,171
New Mexico,2023,155000,NA,NA,744000,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA
New Mexico,2024,150000,NA,NA,750000,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
New Mexico,2025,115000,NA,NA,483000,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA
New York,2005,450000,NA,NA,945000,NA,NA,NA,2.1,NA,NA,400000,2800000,NA,NA
New York,2006,370000,NA,NA,777000,NA,NA,NA,2.1,NA,NA,370000,2516000,NA,NA
New York,2007,870144,901,869243,2127421,NA,NA,0.001035461,2.4,NA,NA,900887,6200530,743,11
New York,2008,350000,NA,NA,945000,NA,NA,NA,2.7,NA,NA,470000,3478000,NA,NA
New York,2009,350000,NA,NA,805000,NA,NA,NA,2.3,NA,NA,440000,3256000,NA,NA
New York,2010,420000,NA,NA,882000,NA,NA,NA,2.1,NA,NA,430000,3053000,NA,NA
New York,2011,350000,NA,NA,840000,NA,NA,NA,2.4,NA,NA,350000,2485000,NA,NA
New York,2012,729014,671,728343,1721311,NA,NA,9.204212813471347e-4,2.3,NA,NA,798420,5279772,860,19
New York,2013,350000,NA,NA,770000,NA,NA,NA,2.2,NA,NA,400000,2600000,NA,NA
New York,2014,290000,NA,NA,754000,NA,NA,NA,2.6,NA,NA,340000,2346000,NA,NA
New York,2015,280000,NA,NA,644000,NA,NA,NA,2.3,NA,NA,360000,2592000,NA,NA
New York,2016,350000,NA,NA,770000,NA,NA,NA,2.2,NA,NA,400000,2600000,NA,NA
New York,2017,766095,1265,764830,1876233,NA,NA,0.001651231,2.6,NA,NA,821796,6275587,515,15
New York,2018,300000,NA,NA,720000,NA,NA,NA,2.4,NA,NA,450000,3735000,NA,NA
New York,2019,290000,NA,NA,638000,NA,NA,NA,2.2,NA,NA,300000,2280000,NA,NA
New York,2020,320000,NA,NA,608000,NA,NA,NA,1.9,NA,NA,360000,2592000,NA,NA
New York,2021,280000,NA,NA,616000,NA,NA,NA,2.2,NA,NA,330000,2492000,NA,NA
New York,2022,582364,2172,580192,1462755,NA,NA,0.003729626,2.6,NA,NA,660555,5080272,2082,56
New York,2023,200000,NA,NA,460000,NA,NA,NA,2.3,NA,NA,335000,3132000,NA,NA
New York,2024,250000,NA,NA,500000,NA,NA,NA,2,NA,NA,315000,2394000,NA,NA
New York,2025,210000,NA,NA,483000,NA,NA,NA,2.3,NA,NA,285000,2195000,NA,NA
North Carolina,2005,11000,NA,NA,28000,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA
North Carolina,2006,10000,NA,NA,31000,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA
North Carolina,2007,19322,360,18962,31755,NA,NA,0.018631611634406377,1.7,NA,NA,1441,7732,0,3
North Carolina,2008,8000,NA,NA,22000,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA
North Carolina,2009,7000,NA,NA,25000,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA
North Carolina,2010,7000,NA,NA,22000,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA
North Carolina,2011,6000,NA,NA,15000,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA
North Carolina,2012,19808,135,19673,73488,NA,NA,0.006815428,3.5,NA,NA,2532,16170,0,2
North Carolina,2013,8000,NA,NA,24000,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
North Carolina,2014,10000,NA,NA,28000,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA
North Carolina,2015,7000,NA,NA,20000,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA
North Carolina,2016,7000,NA,NA,23000,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA
North Carolina,2017,20603,NA,NA,48842,NA,NA,NA,2.7,NA,NA,4452,11644,NA,NA
North Carolina,2018,6000,NA,NA,23000,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA
North Carolina,2019,6000,NA,NA,14000,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA
North Carolina,2020,5000,NA,NA,14000,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA
North Carolina,2021,8000,NA,NA,22000,NA,NA,NA,2.75,NA,NA,NA,NA,NA,NA
North Carolina,2022,27642,649,26993,72745,NA,NA,0.023478764,3,NA,NA,3385,16850,118,15
North Carolina,2023,7000,NA,NA,18000,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA
North Carolina,2024,8000,NA,NA,23000,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA
North Carolina,2025,9000,NA,NA,22000,NA,NA,NA,2.45,NA,NA,NA,NA,NA,NA
North Dakota,2005,1650000,NA,NA,3300000,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
North Dakota,2006,1450000,NA,NA,1740000,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA
North Dakota,2007,3007604,21773,2985831,6327682,NA,NA,0.007239317,2.1,NA,NA,25803,99136,0,11
North Dakota,2008,1660000,NA,NA,2324000,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA
North Dakota,2009,1780000,NA,NA,3293000,NA,NA,NA,1.85,NA,NA,NA,NA,NA,NA
North Dakota,2010,1560000,NA,NA,3588000,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA
North Dakota,2011,1550000,NA,NA,3643000,NA,NA,NA,2.35,NA,NA,NA,NA,NA,NA
North Dakota,2012,2503345,10872,2492473,3559031,NA,NA,0.004342989,1.4,NA,NA,19260,46672,0,1
North Dakota,2013,1620000,NA,NA,3240000,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
North Dakota,2014,1650000,NA,NA,3465000,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA
North Dakota,2015,1500000,NA,NA,2850000,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA
North Dakota,2016,1430000,NA,NA,2360000,NA,NA,NA,1.65,NA,NA,NA,NA,NA,NA
North Dakota,2017,2816407,15896,2800511,3762966,NA,NA,0.005644071,1.35,NA,NA,53726,228701,600,3
North Dakota,2018,1470000,NA,NA,2499000,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA
North Dakota,2019,1250000,NA,NA,2250000,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA
North Dakota,2020,1240000,NA,NA,2232000,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA
North Dakota,2021,940000,NA,NA,846000,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA
North Dakota,2022,2558313,16498,2541815,4673126,NA,NA,0.006448781,1.95,NA,NA,49290,251286,1067,12
North Dakota,2023,1530000,NA,NA,2601000,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA
North Dakota,2024,940000,NA,NA,1833000,NA,NA,NA,1.95,NA,NA,NA,NA,NA,NA
North Dakota,2025,1290000,NA,NA,2451000,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA
Ohio,2005,510000,NA,NA,1836000,NA,NA,NA,3.6,NA,NA,115000,725000,NA,NA
Ohio,2006,470000,NA,NA,1645000,NA,NA,NA,3.5,NA,NA,135000,1107000,NA,NA
Ohio,2007,877658,536,877122,2620174,NA,NA,6.107162471030857e-4,3.1,NA,NA,223868,1309179,0,1
Ohio,2008,420000,NA,NA,1218000,NA,NA,NA,2.9,NA,NA,95000,551000,NA,NA
Ohio,2009,380000,NA,NA,1292000,NA,NA,NA,3.4,NA,NA,124000,942000,NA,NA
Ohio,2010,390000,NA,NA,1287000,NA,NA,NA,3.3,NA,NA,76000,448000,NA,NA
Ohio,2011,380000,NA,NA,1292000,NA,NA,NA,3.4,NA,NA,60000,444000,NA,NA
Ohio,2012,740011,466,739545,2047119,NA,NA,6.297203690215416e-4,2.8,NA,NA,202442,1225015,194,12
Ohio,2013,355000,NA,NA,1243000,NA,NA,NA,3.5,NA,NA,80000,512000,NA,NA
Ohio,2014,320000,NA,NA,1120000,NA,NA,NA,3.5,NA,NA,85000,434000,NA,NA
Ohio,2015,350000,NA,NA,1015000,NA,NA,NA,2.9,NA,NA,100000,790000,NA,NA
Ohio,2016,365000,NA,NA,1241000,NA,NA,NA,3.4,NA,NA,90000,513000,NA,NA
Ohio,2017,762318,1176,761142,2337582,NA,NA,0.001542663,3.2,NA,NA,231229,1500192,594,23
Ohio,2018,350000,NA,NA,1085000,NA,NA,NA,3.1,NA,NA,90000,693000,NA,NA
Ohio,2019,330000,NA,NA,957000,NA,NA,NA,2.9,NA,NA,90000,639000,NA,NA
Ohio,2020,300000,NA,NA,870000,NA,NA,NA,2.9,NA,NA,70000,490000,NA,NA
Ohio,2021,320000,NA,NA,992000,NA,NA,NA,3.1,NA,NA,60000,450000,NA,NA
Ohio,2022,621071,1942,619129,1821605,NA,NA,0.003126857,3.1,NA,NA,150757,1072937,2387,20
Ohio,2023,290000,NA,NA,1131000,NA,NA,NA,3.9,NA,NA,80000,560000,NA,NA
Ohio,2024,290000,NA,NA,986000,NA,NA,NA,3.4,NA,NA,60000,540000,NA,NA
Ohio,2025,320000,NA,NA,1120000,NA,NA,NA,3.5,NA,NA,90000,720000,NA,NA
Oklahoma,2005,320000,NA,NA,1184000,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA
Oklahoma,2006,360000,NA,NA,756000,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA
Oklahoma,2007,674990,33000,641990,2389938,NA,NA,0.048889613,3.7,NA,NA,7938,40979,776,7
Oklahoma,2008,310000,NA,NA,1116000,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA
Oklahoma,2009,320000,NA,NA,928000,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA
Oklahoma,2010,310000,NA,NA,1023000,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA
Oklahoma,2011,200000,NA,NA,260000,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA
Oklahoma,2012,412650,24084,388566,1029226,NA,NA,0.058364231,2.5,NA,NA,3850,8286,0,1
Oklahoma,2013,230000,NA,NA,621000,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA
Oklahoma,2014,290000,NA,NA,841000,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA
Oklahoma,2015,220000,NA,NA,594000,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA
Oklahoma,2016,210000,NA,NA,798000,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA
Oklahoma,2017,550204,28044,522160,1689227,NA,NA,0.050970186,3.1,NA,NA,3986,13412,630,10
Oklahoma,2018,230000,NA,NA,621000,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA
Oklahoma,2019,205000,NA,NA,615000,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Oklahoma,2020,190000,NA,NA,684000,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA
Oklahoma,2021,180000,NA,NA,558000,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA
Oklahoma,2022,424186,20054,404132,875851,NA,NA,0.047276431,2,NA,NA,4222,20187,380,4
Oklahoma,2023,175000,NA,NA,683000,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA
Oklahoma,2024,260000,NA,NA,780000,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Oklahoma,2025,235000,NA,NA,564000,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA
Oregon,2005,400000,NA,NA,1760000,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA
Oregon,2006,430000,NA,NA,1892000,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA
Oregon,2007,838812,380679,458133,3458894,NA,NA,0.45383113260182256,4.1,NA,NA,15085,130882,12953,92
Oregon,2008,420000,NA,NA,1680000,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Oregon,2009,400000,NA,NA,1800000,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA
Oregon,2010,415000,NA,NA,1785000,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA
Oregon,2011,400000,NA,NA,1800000,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA
Oregon,2012,743735,314983,428752,3153488,NA,NA,0.42351509610277854,4.4,NA,NA,29431,198642,24880,123
Oregon,2013,400000,NA,NA,1840000,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA
Oregon,2014,350000,NA,NA,1540000,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA
Oregon,2015,370000,NA,NA,1554000,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA
Oregon,2016,420000,NA,NA,1974000,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA
Oregon,2017,848390,360140,488250,3683942,NA,NA,0.42449816711653837,4.7,NA,NA,19802,110989,17022,149
Oregon,2018,420000,NA,NA,1722000,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA
Oregon,2019,400000,NA,NA,1880000,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA
Oregon,2020,360000,NA,NA,1656000,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA
Oregon,2021,400000,NA,NA,1360000,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA
Oregon,2022,708904,317246,391658,3006192,NA,NA,0.4475161657996005,4.4,NA,NA,26014,109446,21799,145
Oregon,2023,320000,NA,NA,1504000,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA
Oregon,2024,330000,NA,NA,1452000,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA
Oregon,2025,350000,NA,NA,1645000,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA
Pennsylvania,2005,510000,NA,NA,1326000,NA,NA,NA,2.6,NA,NA,305000,1891000,NA,NA
Pennsylvania,2006,500000,NA,NA,1500000,NA,NA,NA,3,NA,NA,320000,2048000,NA,NA
Pennsylvania,2007,1075873,462,1075411,3157225,NA,NA,4.2941871391883614e-4,3,NA,NA,606527,3916407,413,48
Pennsylvania,2008,550000,NA,NA,1650000,NA,NA,NA,3,NA,NA,270000,1998000,NA,NA
Pennsylvania,2009,500000,NA,NA,1450000,NA,NA,NA,2.9,NA,NA,325000,2503000,NA,NA
Pennsylvania,2010,500000,NA,NA,1300000,NA,NA,NA,2.6,NA,NA,285000,1596000,NA,NA
Pennsylvania,2011,410000,NA,NA,1107000,NA,NA,NA,2.7,NA,NA,260000,1456000,NA,NA
Pennsylvania,2012,800984,811,800173,2179714,NA,NA,0.001012505,2.6,NA,NA,539257,3463129,1465,114
Pennsylvania,2013,340000,NA,NA,986000,NA,NA,NA,2.9,NA,NA,285000,2081000,NA,NA
Pennsylvania,2014,350000,NA,NA,980000,NA,NA,NA,2.8,NA,NA,290000,2001000,NA,NA
Pennsylvania,2015,430000,NA,NA,1118000,NA,NA,NA,2.6,NA,NA,285000,2109000,NA,NA
Pennsylvania,2016,350000,NA,NA,1050000,NA,NA,NA,3,NA,NA,275000,1925000,NA,NA
Pennsylvania,2017,840231,1011,839220,2494432,NA,NA,0.001203241,3.1,NA,NA,504070,3869498,919,42
Pennsylvania,2018,300000,NA,NA,870000,NA,NA,NA,2.9,NA,NA,250000,1675000,NA,NA
Pennsylvania,2019,290000,NA,NA,870000,NA,NA,NA,3,NA,NA,200000,1600000,NA,NA
Pennsylvania,2020,395000,NA,NA,1185000,NA,NA,NA,3,NA,NA,195000,1365000,NA,NA
Pennsylvania,2021,320000,NA,NA,928000,NA,NA,NA,2.9,NA,NA,155000,1194000,NA,NA
Pennsylvania,2022,651531,3141,648390,1926595,NA,NA,0.004820952,3.6,NA,NA,277893,2111656,1351,50
Pennsylvania,2023,270000,NA,NA,810000,NA,NA,NA,3,NA,NA,105000,819000,NA,NA
Pennsylvania,2024,270000,NA,NA,837000,NA,NA,NA,3.1,NA,NA,130000,923000,NA,NA
Pennsylvania,2025,230000,NA,NA,736000,NA,NA,NA,3.2,NA,NA,110000,858000,NA,NA
Rhode Island,2005,2000,NA,NA,6000,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Rhode Island,2006,1000,NA,NA,3000,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Rhode Island,2007,2035,0,2035,3806,NA,NA,0,1.8,NA,NA,166,921,NA,NA
Rhode Island,2008,1000,NA,NA,3000,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA
Rhode Island,2009,1000,NA,NA,2000,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA
Rhode Island,2010,1000,NA,NA,2000,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA
Rhode Island,2011,1000,NA,NA,2000,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA
Rhode Island,2012,1668,0,1668,3366,NA,NA,0,1.5,NA,NA,405,1530,NA,NA
Rhode Island,2013,1000,NA,NA,2000,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Rhode Island,2014,1000,NA,NA,3000,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA
Rhode Island,2015,1000,NA,NA,2000,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Rhode Island,2016,1000,NA,NA,1000,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA
Rhode Island,2017,1000,0,1000,2000,NA,NA,0,2,NA,NA,310,1310,NA,NA
Rhode Island,2018,1000,NA,NA,2000,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Rhode Island,2019,1000,NA,NA,2000,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA
Rhode Island,2020,1000,NA,NA,2000,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Rhode Island,2021,1000,NA,NA,2000,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Rhode Island,2022,1000,8,992,2000,NA,NA,0.008,2.2,NA,NA,0,0,NA,NA
Rhode Island,2023,1000,NA,NA,2000,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Rhode Island,2024,1000,NA,NA,2000,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA
Rhode Island,2025,1000,NA,NA,2000,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA
South Carolina,2007,4070,274,3796,8860,NA,NA,0.067321867,2.176904176904177,NA,NA,1202,7856,NA,NA
South Carolina,2012,2087,32,2055,4488,NA,NA,0.015333013895543843,2.150455198850024,NA,NA,346,2086,0,3
South Carolina,2015,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Carolina,2017,1299,18,1281,2296,NA,NA,0.013856812933025405,1.7675134719014627,NA,NA,402,1946,93,11
South Carolina,2022,3346,88,3258,7849,NA,NA,0.02630006,2.345786013,NA,NA,1121,4203,11,7
South Dakota,2005,2400000,NA,NA,5160000,NA,NA,NA,2.15,NA,NA,50000,240000,NA,NA
South Dakota,2006,1800000,NA,NA,2880000,NA,NA,NA,1.6,NA,NA,25000,110000,NA,NA
South Dakota,2007,4196599,75913,4120686,9364338,NA,NA,0.018089172,2.25,NA,NA,116425,513442,2483,31
South Dakota,2008,2400000,NA,NA,5520000,NA,NA,NA,2.3,NA,NA,40000,168000,NA,NA
South Dakota,2009,2500000,NA,NA,5750000,NA,NA,NA,2.3,NA,NA,50000,245000,NA,NA
South Dakota,2010,2150000,NA,NA,5160000,NA,NA,NA,2.4,NA,NA,35000,172000,NA,NA
South Dakota,2011,2200000,NA,NA,5940000,NA,NA,NA,2.7,NA,NA,35000,217000,NA,NA
South Dakota,2012,3086635,55900,3030735,4404903,NA,NA,0.018110337,1.4,NA,NA,110942,420995,1792,21
South Dakota,2013,1800000,NA,NA,3780000,NA,NA,NA,2.1,NA,NA,40000,260000,NA,NA
South Dakota,2014,1900000,NA,NA,4370000,NA,NA,NA,2.3,NA,NA,30000,123000,NA,NA
South Dakota,2015,1900000,NA,NA,4180000,NA,NA,NA,2.2,NA,NA,50000,260000,NA,NA
South Dakota,2016,1700000,NA,NA,3400000,NA,NA,NA,2,NA,NA,50000,335000,NA,NA
South Dakota,2017,3164666,79506,3085160,5428937,NA,NA,0.025123030360865887,1.75,NA,NA,128490,653421,6889,56
South Dakota,2018,1750000,NA,NA,3763000,NA,NA,NA,2.15,NA,NA,75000,450000,NA,NA
South Dakota,2019,1950000,NA,NA,4583000,NA,NA,NA,2.35,NA,NA,105000,368000,NA,NA
South Dakota,2020,1800000,NA,NA,3240000,NA,NA,NA,1.8,NA,NA,60000,270000,NA,NA
South Dakota,2021,1300000,NA,NA,1950000,NA,NA,NA,1.5,NA,NA,30000,150000,NA,NA
South Dakota,2022,3419234,69267,3349967,5661572,NA,NA,0.020258046100383887,1.7,NA,NA,88604,495058,4264,52
South Dakota,2023,1690000,NA,NA,3972000,NA,NA,NA,2.35,NA,NA,80000,420000,NA,NA
South Dakota,2024,1450000,NA,NA,3480000,NA,NA,NA,2.4,NA,NA,60000,240000,NA,NA
South Dakota,2025,1490000,NA,NA,3576000,NA,NA,NA,2.4,NA,NA,40000,148000,NA,NA
Tennessee,2005,35000,NA,NA,112000,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA
Tennessee,2006,30000,NA,NA,111000,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA
Tennessee,2007,45074,0,45074,105819,NA,NA,0,2.4,NA,NA,2493,8739,0,1
Tennessee,2008,20000,NA,NA,60000,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Tennessee,2009,15000,NA,NA,56000,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA
Tennessee,2010,15000,NA,NA,51000,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA
Tennessee,2011,20000,NA,NA,70000,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA
Tennessee,2012,28296,231,28065,87391,NA,NA,0.008163698,3.2,NA,NA,3131,11703,0,2
Tennessee,2013,15000,NA,NA,57000,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA
Tennessee,2014,16000,NA,NA,43000,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA
Tennessee,2015,15000,NA,NA,51000,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA
Tennessee,2016,15000,NA,NA,54000,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA
Tennessee,2017,26267,0,26267,82473,NA,NA,0,3.6,NA,NA,9705,47500,NA,NA
Tennessee,2018,20000,NA,NA,66000,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA
Tennessee,2019,13000,NA,NA,48000,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA
Tennessee,2020,19000,NA,NA,74000,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA
Tennessee,2021,15000,NA,NA,57000,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA
Tennessee,2022,37643,259,37384,82131,NA,NA,0.006880429,3.1,NA,NA,10141,31766,0,2
Tennessee,2023,16000,NA,NA,50000,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA
Tennessee,2024,15000,NA,NA,51000,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA
Tennessee,2025,15000,NA,NA,45000,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Texas,2005,150000,NA,NA,810000,NA,NA,NA,5.4,NA,NA,10000,33000,NA,NA
Texas,2006,150000,NA,NA,675000,NA,NA,NA,4.5,NA,NA,13000,65000,NA,NA
Texas,2007,293763,98831,194932,1421303,NA,NA,0.3364310685824968,5,NA,NA,45832,224210,8794,283
Texas,2008,130000,NA,NA,611000,NA,NA,NA,4.7,NA,NA,20000,114000,NA,NA
Texas,2009,120000,NA,NA,600000,NA,NA,NA,5,NA,NA,20000,108000,NA,NA
Texas,2010,120000,NA,NA,600000,NA,NA,NA,5,NA,NA,18000,90000,NA,NA
Texas,2011,100000,NA,NA,460000,NA,NA,NA,4.6,NA,NA,15000,75000,NA,NA
Texas,2012,238995,69490,169505,995768,NA,NA,0.29075922090420303,4.6,NA,NA,27773,201088,7344,43
Texas,2013,140000,NA,NA,630000,NA,NA,NA,4.5,NA,NA,4000,28000,NA,NA
Texas,2014,140000,NA,NA,616000,NA,NA,NA,4.4,NA,NA,7000,49000,NA,NA
Texas,2015,130000,NA,NA,520000,NA,NA,NA,4,NA,NA,6000,42000,NA,NA
Texas,2016,130000,NA,NA,689000,NA,NA,NA,5.3,NA,NA,7000,49000,NA,NA
Texas,2017,262879,56321,206558,1011243,NA,NA,0.21424685882097846,4.4,NA,NA,26455,153500,8402,52
Texas,2018,140000,NA,NA,784000,NA,NA,NA,5.6,NA,NA,5000,35000,NA,NA
Texas,2019,120000,NA,NA,576000,NA,NA,NA,4.8,NA,NA,10000,75000,NA,NA
Texas,2020,110000,NA,NA,539000,NA,NA,NA,4.9,NA,NA,5000,38000,NA,NA
Texas,2021,100000,NA,NA,540000,NA,NA,NA,5.4,NA,NA,10000,80000,NA,NA
Texas,2022,203416,53171,150245,680831,NA,NA,0.2613904510952924,4.2,NA,NA,27287,159503,12995,89
Texas,2023,85000,NA,NA,468000,NA,NA,NA,5.5,NA,NA,9000,72000,NA,NA
Texas,2024,110000,NA,NA,440000,NA,NA,NA,4,NA,NA,4000,32000,NA,NA
Texas,2025,100000,NA,NA,340000,NA,NA,NA,3.4,NA,NA,2000,16000,NA,NA
Utah,2005,540000,NA,NA,2268000,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA
Utah,2006,560000,NA,NA,2240000,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Utah,2007,1098570,507798,590772,4427218,NA,NA,0.4622354515415495,4.1,NA,NA,20859,148026,20201,283
Utah,2008,550000,NA,NA,2310000,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA
Utah,2009,530000,NA,NA,2226000,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA
Utah,2010,540000,NA,NA,2160000,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Utah,2011,580000,NA,NA,2378000,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA
Utah,2012,1065894,512245,553649,4281154,NA,NA,0.48057780604825623,4.1,NA,NA,24918,179415,24281,293
Utah,2013,550000,NA,NA,2310000,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA
Utah,2014,520000,NA,NA,2028000,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA
