year,state,county,"HAY, ALFALFA - ACRES HARVESTED","HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","HAY, ALFALFA, IRRIGATED - PRODUCTION, MEASURED IN TONS","HAY, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE","HAY, ALFALFA, NON-IRRIGATED - ACRES HARVESTED","HAY, ALFALFA, NON-IRRIGATED - PRODUCTION, MEASURED IN TONS","HAY, ALFALFA, NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE",irr_share
2009,Oklahoma,Comanche,7000,14000,2,NA,NA,NA,NA,NA,NA,NA
2010,Oklahoma,Comanche,7000,20000,2.85,NA,NA,NA,NA,NA,NA,NA
2011,Oklahoma,Comanche,4500,3800,0.85,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Comanche,12277,18855,1.6,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Comanche,5400,12400,2.3,NA,NA,NA,NA,NA,NA,NA
2015,Oklahoma,Comanche,4200,13000,3.1,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Comanche,5875,20668,3.5179574468085106,NA,NA,NA,NA,NA,NA,NA
2018,Oklahoma,Comanche,4600,16100,3.5,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Comanche,2296,5833,2.5405052264808363,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Cotton,800,2500,3.1,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Cotton,700,1000,1.43,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Cotton,1313,2665,2,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,Cotton,1000,2000,2,NA,NA,NA,NA,NA,NA,NA
2010,Oklahoma,Cotton,500,1500,3,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Cotton,255,310,1.2156862745098038,30,NA,NA,NA,NA,NA,0.11764705882352941
2013,Oklahoma,Cotton,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Cotton,527,1482,2.812144212523719,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Cotton,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Craig,700,2100,3,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Craig,1500,3000,2,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Craig,1966,5012,3,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Craig,61,70,1.1475409836065573,NA,NA,NA,NA,NA,NA,NA
2013,Oklahoma,Craig,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Craig,795,1548,1.9471698113207547,0,NA,NA,NA,NA,NA,0
2022,Oklahoma,Craig,1049,1614,1.538608198,0,NA,NA,NA,NA,NA,0
2005,Oklahoma,Creek,900,3500,3.9,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Creek,2100,4200,2,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Creek,3053,7908,3.33,0,NA,NA,NA,NA,NA,0
2012,Oklahoma,Creek,298,845,2.835570469798658,NA,NA,NA,NA,NA,NA,NA
2013,Oklahoma,Creek,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Creek,1255,2828,2.6,0,NA,NA,NA,NA,NA,0
2022,Oklahoma,Creek,1202,415,0.3452579034941764,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Custer,8000,34000,4.3,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Custer,8500,22000,2.59,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Custer,19835,105291,5.7,218,NA,NA,NA,NA,NA,0.010990673052684648
2009,Oklahoma,Custer,11000,36000,3.25,NA,NA,NA,NA,NA,NA,NA
2011,Oklahoma,Custer,6200,11000,1.75,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Custer,16442,45161,3.3,400,NA,NA,NA,NA,NA,0.024327940639824838
2013,Oklahoma,Custer,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Oklahoma,Custer,10500,22000,2.1,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Custer,25374,81541,3.65,703,NA,NA,NA,NA,NA,0.027705525340900133
2018,Oklahoma,Custer,11500,37400,3.25,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Custer,8883,25427,2.8624338624338623,790,NA,NA,NA,NA,NA,0.088933919
2005,Oklahoma,Delaware,300,900,3,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Delaware,352,1001,2.84375,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Delaware,333,692,2.078078078078078,NA,NA,NA,NA,NA,NA,NA
2013,Oklahoma,Delaware,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Delaware,1357,5540,4.082535003684598,NA,NA,NA,NA,NA,NA,NA
2018,Oklahoma,Delaware,500,2000,4,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Delaware,2066,3110,1.505324298160697,94,NA,NA,NA,NA,NA,0.045498548
2005,Oklahoma,Dewey,2000,6000,3,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Dewey,2500,5500,2.2,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Dewey,6825,27615,4,0,NA,NA,NA,NA,NA,0
2008,Oklahoma,Dewey,4000,15000,3.75,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Dewey,3496,14432,4.3,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Dewey,2600,4300,1.65,NA,NA,NA,NA,NA,NA,NA
2015,Oklahoma,Dewey,2000,3000,1.5,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Dewey,2452,8754,3.570146818923328,183,NA,NA,NA,NA,NA,0.074632953
2018,Oklahoma,Dewey,3500,6500,1.85,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Dewey,3544,4948,1.3961625282167043,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Ellis,4300,13000,3,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Ellis,5000,12000,2.4,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Ellis,9878,51770,5.2,3317,NA,NA,NA,NA,NA,0.3357967199838024
2012,Oklahoma,Ellis,1493,3976,2.6630944407233756,639,NA,NA,NA,NA,NA,0.42799732083054254
2013,Oklahoma,Ellis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Ellis,2345,5040,2.1492537313432836,1779,NA,NA,NA,NA,NA,0.758635394
2022,Oklahoma,Ellis,921,1833,1.990228013029316,221,NA,NA,NA,NA,NA,0.23995656894679696
2005,Oklahoma,Garfield,5700,20000,3.5,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Garfield,5500,11000,2,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Garfield,15338,46312,2.93,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Garfield,6500,17000,2.6,NA,NA,NA,NA,NA,NA,NA
2010,Oklahoma,Garfield,11000,43000,3.9,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Garfield,10721,21111,2,NA,NA,NA,NA,NA,NA,NA
2013,Oklahoma,Garfield,5500,16600,3,NA,NA,NA,NA,NA,NA,NA
2016,Oklahoma,Garfield,4900,15000,3.05,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Garfield,4887,13202,2.701452834049519,340,NA,NA,NA,NA,NA,0.069572335
2022,Oklahoma,Garfield,2606,5255,2.0165003837298543,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Garvin,21000,87000,4.1,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Garvin,25000,66000,2.64,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Garvin,36535,143099,3.95,0,NA,NA,NA,NA,NA,0
2011,Oklahoma,Garvin,12600,19400,1.55,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Garvin,25251,64011,2.35,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Garvin,14400,41000,2.85,NA,NA,NA,NA,NA,NA,NA
2014,Oklahoma,Garvin,18800,66300,3.55,NA,NA,NA,NA,NA,NA,NA
2015,Oklahoma,Garvin,11600,34000,2.95,NA,NA,NA,NA,NA,NA,NA
2016,Oklahoma,Garvin,12900,42500,3.3,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Garvin,11959,46890,3.9208963960197343,0,NA,NA,NA,NA,NA,0
2018,Oklahoma,Garvin,12000,41200,3.45,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Garvin,8769,21469,2.4482837267647395,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Grady,28500,110000,3.9,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Grady,39000,80000,2.05,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Grady,47971,145671,3,483,NA,NA,NA,NA,NA,0.010068583102290968
2008,Oklahoma,Grady,19000,60000,3.15,NA,NA,NA,NA,NA,NA,NA
2010,Oklahoma,Grady,19500,80000,4.1,NA,NA,NA,NA,NA,NA,NA
2011,Oklahoma,Grady,15000,22500,1.5,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Grady,37053,105817,2.75,2363,NA,NA,NA,NA,NA,0.063773514
2013,Oklahoma,Grady,20600,51600,2.5,NA,NA,NA,NA,NA,NA,NA
2014,Oklahoma,Grady,25000,79500,3.2,NA,NA,NA,NA,NA,NA,NA
2015,Oklahoma,Grady,19600,55000,2.8,NA,NA,NA,NA,NA,NA,NA
2016,Oklahoma,Grady,23000,90800,3.95,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Grady,24424,83412,3.4151654110710776,2330,NA,NA,NA,NA,NA,0.095397969
2018,Oklahoma,Grady,24600,80500,3.25,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Grady,19026,57032,2.9975822558604017,1251,NA,NA,NA,NA,NA,0.065752129
2005,Oklahoma,Grant,13700,50000,3.7,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Grant,13000,23000,1.77,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Grant,27621,86665,3.57,0,NA,NA,NA,NA,NA,0
2009,Oklahoma,Grant,12000,40000,3.35,NA,NA,NA,NA,NA,NA,NA
2010,Oklahoma,Grant,11000,38000,3.45,NA,NA,NA,NA,NA,NA,NA
2011,Oklahoma,Grant,7000,7800,1.1,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Grant,12851,20063,1.3,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Grant,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Grant,16358,43696,2.7,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Grant,6118,13227,2.1619810395554104,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Greer,4000,15000,3.8,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Greer,5000,6500,1.3,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Greer,10437,35481,3.5,506,NA,NA,NA,NA,NA,0.048481364
2009,Oklahoma,Greer,5000,11000,2.2,NA,NA,NA,NA,NA,NA,NA
2010,Oklahoma,Greer,4000,10000,2.5,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Greer,4993,13988,3.15,408,NA,NA,NA,NA,NA,0.0817144
2013,Oklahoma,Greer,2800,2900,1.05,NA,NA,NA,NA,NA,NA,NA
2015,Oklahoma,Greer,1500,3800,2.55,NA,NA,NA,NA,NA,NA,NA
2016,Oklahoma,Greer,1400,4400,3.15,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Greer,4067,9423,2,213,NA,NA,NA,NA,NA,0.052372756
2022,Oklahoma,Greer,525,0,0,342,NA,NA,NA,NA,NA,0.6514285714285715
2005,Oklahoma,Harmon,6500,27000,4.2,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Harmon,5500,24000,4.36,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Harmon,5416,23171,5,1362,NA,NA,NA,NA,NA,0.2514771048744461
2009,Oklahoma,Harmon,2500,10000,4,NA,NA,NA,NA,NA,NA,NA
2010,Oklahoma,Harmon,1500,6500,4.35,NA,NA,NA,NA,NA,NA,NA
2011,Oklahoma,Harmon,1200,1900,1.6,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Harmon,3648,8261,1.85,1621,NA,NA,NA,NA,NA,0.44435307017543857
2013,Oklahoma,Harmon,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2015,Oklahoma,Harmon,1300,6200,4.75,NA,NA,NA,NA,NA,NA,NA
2016,Oklahoma,Harmon,1700,6600,3.9,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Harmon,601,2903,4.830282861896839,0,NA,NA,NA,NA,NA,0
2022,Oklahoma,Harmon,925,4139,4.474594594594595,0,NA,NA,NA,NA,NA,0
2005,Oklahoma,Harper,3000,11000,3.7,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Harper,2000,6000,3,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Harper,5421,19323,3.75,1721,NA,NA,NA,NA,NA,0.3174691016417635
2012,Oklahoma,Harper,7756,14626,1.55,2358,NA,NA,NA,NA,NA,0.3040226921093347
2013,Oklahoma,Harper,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Harper,1735,5943,3.4253602305475503,885,NA,NA,NA,NA,NA,0.5100864553314121
2022,Oklahoma,Harper,1191,1365,1.146095717884131,656,NA,NA,NA,NA,NA,0.5507976490344249
2005,Oklahoma,Haskell,800,2400,3,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Haskell,600,1700,2.83,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Haskell,4242,18135,4,0,NA,NA,NA,NA,NA,0
2012,Oklahoma,Haskell,0,200,Inf,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Haskell,695,1826,2.627338129496403,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Haskell,1044,1565,1.4990421455938698,0,NA,NA,NA,NA,NA,0
2005,Oklahoma,Hughes,800,2600,3.3,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Hughes,700,1200,1.71,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Hughes,1966,6306,4,0,NA,NA,NA,NA,NA,0
2012,Oklahoma,Hughes,370,546,1.4756756756756757,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Hughes,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Hughes,548,1163,2.122262773722628,80,NA,NA,NA,NA,NA,0.145985401
2022,Oklahoma,Hughes,693,505,0.7287157287157288,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Jackson,2000,8000,4,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Jackson,2800,4500,1.61,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Jackson,8420,32916,4.5,1201,NA,NA,NA,NA,NA,0.14263657957244655
2011,Oklahoma,Jackson,1500,1900,1.25,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Jackson,1658,4441,2.678528347406514,230,NA,NA,NA,NA,NA,0.13872135102533173
2013,Oklahoma,Jackson,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2015,Oklahoma,Jackson,1000,2000,2,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Jackson,841,2793,3.3210463733650415,0,NA,NA,NA,NA,NA,0
2022,Oklahoma,Jackson,511,1050,2.0547945205479454,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Jefferson,600,2000,3.3,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Jefferson,803,2338,2.8,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Jefferson,90,69,0.7666666666666667,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Jefferson,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Johnston,400,1200,3,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Johnston,500,1700,3.4,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Johnston,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2013,Oklahoma,Johnston,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Johnston,70,103,1.4714285714285715,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Johnston,547,1125,2.056672760511883,0,NA,NA,NA,NA,NA,0
2005,Oklahoma,Kay,4500,13000,2.9,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Kay,7300,11000,1.51,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Kay,13991,42145,3.29,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Kay,6000,24000,4,NA,NA,NA,NA,NA,NA,NA
2010,Oklahoma,Kay,6500,20000,3.1,NA,NA,NA,NA,NA,NA,NA
2011,Oklahoma,Kay,4400,5000,1.15,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Kay,3826,7717,2.0169890224777838,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Kay,6300,13500,2.15,NA,NA,NA,NA,NA,NA,NA
2014,Oklahoma,Kay,7500,18500,2.45,NA,NA,NA,NA,NA,NA,NA
2015,Oklahoma,Kay,4900,12400,2.55,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Kay,5918,13073,2.2090233186887462,0,NA,NA,NA,NA,NA,0
2022,Oklahoma,Kay,5025,9022,1.7954228855721392,0,NA,NA,NA,NA,NA,0
2005,Oklahoma,Kingfisher,8800,38000,4.3,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Kingfisher,12000,20000,1.67,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Kingfisher,22149,78621,3.9,427,NA,NA,NA,NA,NA,0.019278523
2009,Oklahoma,Kingfisher,10000,27000,2.7,NA,NA,NA,NA,NA,NA,NA
2010,Oklahoma,Kingfisher,10500,35000,3.35,NA,NA,NA,NA,NA,NA,NA
2011,Oklahoma,Kingfisher,7000,8200,1.15,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Kingfisher,13433,37809,3.1,1410,NA,NA,NA,NA,NA,0.10496538375642075
2013,Oklahoma,Kingfisher,8300,31000,3.75,NA,NA,NA,NA,NA,NA,NA
2014,Oklahoma,Kingfisher,10000,24800,2.5,NA,NA,NA,NA,NA,NA,NA
2015,Oklahoma,Kingfisher,7900,24500,3.1,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Kingfisher,18631,45439,2.2,0,NA,NA,NA,NA,NA,0
2022,Oklahoma,Kingfisher,3231,6761,2.0925410089755494,0,NA,NA,NA,NA,NA,0
2005,Oklahoma,Kiowa,6000,21500,3.6,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Kiowa,6000,10500,1.75,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Kiowa,13726,42238,3.2,590,NA,NA,NA,NA,NA,0.042984118
2009,Oklahoma,Kiowa,7000,16000,2.3,NA,NA,NA,NA,NA,NA,NA
2010,Oklahoma,Kiowa,6500,19000,2.9,NA,NA,NA,NA,NA,NA,NA
2011,Oklahoma,Kiowa,4900,2800,0.55,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Kiowa,3358,5582,1.6622989874925551,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Kiowa,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Kiowa,4788,14352,2.9974937343358397,156,NA,NA,NA,NA,NA,0.032581454
2018,Oklahoma,Kiowa,4800,12700,2.65,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Kiowa,6829,12239,1.7922096939522625,1272,NA,NA,NA,NA,NA,0.1862644603895153
2005,Oklahoma,Latimer,300,900,3,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Latimer,290,0,0,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Latimer,49,36,0.7346938775510204,NA,NA,NA,NA,NA,NA,NA
2013,Oklahoma,Latimer,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Latimer,607,842,1.3871499176276771,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Latimer,139,149,1.0719424460431655,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Leflore,500,1400,2.8,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Leflore,3673,6665,2.06,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Leflore,2028,6547,3.228303747534517,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Leflore,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Oklahoma,Leflore,2000,6500,3.25,NA,NA,NA,NA,NA,NA,NA
2015,Oklahoma,Leflore,2100,3700,1.75,NA,NA,NA,NA,NA,NA,NA
2016,Oklahoma,Leflore,1800,8600,4.8,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Leflore,2530,5297,2.0936758893280634,36,NA,NA,NA,NA,NA,0.014229249011857707
2022,Oklahoma,Leflore,2149,2476,1.1521637971149372,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Lincoln,2300,9000,3.9,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Lincoln,3000,7700,2.57,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Lincoln,3509,9672,2.5,0,NA,NA,NA,NA,NA,0
2009,Oklahoma,Lincoln,2500,5500,2.2,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Lincoln,2349,5979,2.545338441890166,354,NA,NA,NA,NA,NA,0.15070242656449553
2013,Oklahoma,Lincoln,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2015,Oklahoma,Lincoln,1600,1700,1.05,NA,NA,NA,NA,NA,NA,NA
2016,Oklahoma,Lincoln,1200,3900,3.25,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Lincoln,8831,27746,3.2,0,NA,NA,NA,NA,NA,0
2018,Oklahoma,Lincoln,1100,3900,3.55,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Lincoln,1226,2745,2.2389885807504077,0,NA,NA,NA,NA,NA,0
2005,Oklahoma,Logan,1600,6000,3.8,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Logan,6378,17297,2.72,0,NA,NA,NA,NA,NA,0
2009,Oklahoma,Logan,3500,10000,2.85,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Logan,1948,4852,2.490759753593429,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Logan,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Logan,2975,10226,3.437310924369748,NA,NA,NA,NA,NA,NA,NA
2018,Oklahoma,Logan,1600,3000,1.9,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Logan,1051,1082,1.0294957183634634,0,NA,NA,NA,NA,NA,0
2005,Oklahoma,Love,500,1900,3.8,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Love,1028,3301,3.43,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Love,156,620,3.9743589743589745,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Love,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Love,196,313,1.596938775510204,0,NA,NA,NA,NA,NA,0
2022,Oklahoma,Love,119,269,2.2605042016806722,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Major,3600,16000,4.4,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Major,4300,5000,1.16,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Major,11579,38063,3.71,259,NA,NA,NA,NA,NA,0.02236808
2008,Oklahoma,Major,3000,10000,3.35,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,Major,4500,12000,2.65,NA,NA,NA,NA,NA,NA,NA
2010,Oklahoma,Major,5500,13000,2.35,NA,NA,NA,NA,NA,NA,NA
2011,Oklahoma,Major,3900,5700,1.45,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Major,10543,26996,2.35,338,NA,NA,NA,NA,NA,0.032059186189889025
2013,Oklahoma,Major,6200,23000,3.7,NA,NA,NA,NA,NA,NA,NA
2014,Oklahoma,Major,9000,17900,2,NA,NA,NA,NA,NA,NA,NA
2015,Oklahoma,Major,4500,15500,3.45,NA,NA,NA,NA,NA,NA,NA
2016,Oklahoma,Major,4200,13100,3.1,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Major,3063,8491,2.772118837740777,254,NA,NA,NA,NA,NA,0.082925237
2018,Oklahoma,Major,4000,6800,1.7,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Major,6307,10322,1.6365942603456476,730,NA,NA,NA,NA,NA,0.11574441097193594
2007,Oklahoma,Marshall,300,1060,3,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Marshall,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Marshall,605,976,1.6132231404958677,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Marshall,774,707,0.913436693,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Mayes,800,3300,4.1,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Mayes,1200,1500,1.25,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Mayes,1957,5899,2.88,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Mayes,1000,6000,6,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Mayes,563,1073,1.9058614564831262,NA,NA,NA,NA,NA,NA,NA
2013,Oklahoma,Mayes,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Oklahoma,Mayes,550,2100,3.8,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Mayes,2201,5549,3.7,NA,NA,NA,NA,NA,NA,NA
2018,Oklahoma,Mayes,500,1300,2.6,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Mayes,959,2664,2.777893639207508,0,NA,NA,NA,NA,NA,0
2005,Oklahoma,Mcclain,10500,40000,3.8,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Mcclain,19000,41000,2.16,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Mcclain,22022,74842,3.33,0,NA,NA,NA,NA,NA,0
2010,Oklahoma,Mcclain,7000,26000,3.7,NA,NA,NA,NA,NA,NA,NA
2011,Oklahoma,Mcclain,4500,5900,1.3,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Mcclain,11745,30761,2.55,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Mcclain,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Oklahoma,Mcclain,9600,14000,1.45,NA,NA,NA,NA,NA,NA,NA
2016,Oklahoma,Mcclain,5800,24300,4.2,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Mcclain,15549,48440,3.05,NA,NA,NA,NA,NA,NA,NA
2018,Oklahoma,Mcclain,7500,23900,3.2,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Mcclain,10835,11222,1.0357175819104754,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Mccurtain,1100,3400,3.1,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Mccurtain,1100,4400,4,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Mccurtain,4194,11464,2.9,NA,NA,NA,NA,NA,NA,NA
